Date and time,Spillway Discharge (Cumecs),Quality,Interpolation type,Remarks
13-04-2002 00:00,0,unverified data,PrecVal,
14-04-2002 00:00,0,unverified data,PrecVal,
15-04-2002 00:00,0,unverified data,PrecVal,
16-04-2002 00:00,0,unverified data,PrecVal,
17-04-2002 00:00,0,unverified data,PrecVal,
18-04-2002 00:00,0,unverified data,PrecVal,
19-04-2002 00:00,0,unverified data,PrecVal,
20-04-2002 00:00,0,unverified data,PrecVal,
21-04-2002 00:00,0,unverified data,PrecVal,
22-04-2002 00:00,0,unverified data,PrecVal,
23-04-2002 00:00,0,unverified data,PrecVal,
24-04-2002 00:00,0,unverified data,PrecVal,
25-04-2002 00:00,0,unverified data,PrecVal,
26-04-2002 00:00,0,unverified data,PrecVal,
27-04-2002 00:00,0,unverified data,PrecVal,
28-04-2002 00:00,0,unverified data,PrecVal,
29-04-2002 00:00,0,unverified data,PrecVal,
30-04-2002 00:00,0,unverified data,PrecVal,
01-05-2002 00:00,0,unverified data,PrecVal,
02-05-2002 00:00,0,unverified data,PrecVal,
03-05-2002 00:00,0,unverified data,PrecVal,
04-05-2002 00:00,0,unverified data,PrecVal,
05-05-2002 00:00,0,unverified data,PrecVal,
06-05-2002 00:00,0,unverified data,PrecVal,
07-05-2002 00:00,0,unverified data,PrecVal,
08-05-2002 00:00,0,unverified data,PrecVal,
09-05-2002 00:00,0,unverified data,PrecVal,
10-05-2002 00:00,0,unverified data,PrecVal,
11-05-2002 00:00,0,unverified data,PrecVal,
12-05-2002 00:00,0,unverified data,PrecVal,
13-05-2002 00:00,0,unverified data,PrecVal,
14-05-2002 00:00,0,unverified data,PrecVal,
15-05-2002 00:00,0,unverified data,PrecVal,
16-05-2002 00:00,0,unverified data,PrecVal,
17-05-2002 00:00,0,unverified data,PrecVal,
18-05-2002 00:00,0,unverified data,PrecVal,
19-05-2002 00:00,0,unverified data,PrecVal,
20-05-2002 00:00,0,unverified data,PrecVal,
21-05-2002 00:00,0,unverified data,PrecVal,
22-05-2002 00:00,0,unverified data,PrecVal,
23-05-2002 00:00,0,unverified data,PrecVal,
24-05-2002 00:00,0,unverified data,PrecVal,
25-05-2002 00:00,0,unverified data,PrecVal,
26-05-2002 00:00,0,unverified data,PrecVal,
27-05-2002 00:00,0,unverified data,PrecVal,
28-05-2002 00:00,0,unverified data,PrecVal,
29-05-2002 00:00,0,unverified data,PrecVal,
30-05-2002 00:00,0,unverified data,PrecVal,
31-05-2002 00:00,0,unverified data,PrecVal,
01-06-2002 00:00,0,unverified data,PrecVal,
02-06-2002 00:00,0,unverified data,PrecVal,
03-06-2002 00:00,0,unverified data,PrecVal,
04-06-2002 00:00,0,unverified data,PrecVal,
05-06-2002 00:00,0,unverified data,PrecVal,
06-06-2002 00:00,0,unverified data,PrecVal,
07-06-2002 00:00,0,unverified data,PrecVal,
08-06-2002 00:00,0,unverified data,PrecVal,
09-06-2002 00:00,0,unverified data,PrecVal,
10-06-2002 00:00,0,unverified data,PrecVal,
11-06-2002 00:00,0,unverified data,PrecVal,
12-06-2002 00:00,0,unverified data,PrecVal,
13-06-2002 00:00,0,unverified data,PrecVal,
14-06-2002 00:00,0,unverified data,PrecVal,
15-06-2002 00:00,0,unverified data,PrecVal,
16-06-2002 00:00,0,unverified data,PrecVal,
17-06-2002 00:00,0,unverified data,PrecVal,
18-06-2002 00:00,0,unverified data,PrecVal,
19-06-2002 00:00,0,unverified data,PrecVal,
20-06-2002 00:00,0,unverified data,PrecVal,
21-06-2002 00:00,0,unverified data,PrecVal,
22-06-2002 00:00,0,unverified data,PrecVal,
23-06-2002 00:00,0,unverified data,PrecVal,
24-06-2002 00:00,0,unverified data,PrecVal,
25-06-2002 00:00,0,unverified data,PrecVal,
26-06-2002 00:00,0,unverified data,PrecVal,
27-06-2002 00:00,0,unverified data,PrecVal,
28-06-2002 00:00,0,unverified data,PrecVal,
29-06-2002 00:00,0,unverified data,PrecVal,
30-06-2002 00:00,0,unverified data,PrecVal,
01-07-2002 00:00,0,unverified data,PrecVal,
02-07-2002 00:00,0,unverified data,PrecVal,
03-07-2002 00:00,0,unverified data,PrecVal,
04-07-2002 00:00,0,unverified data,PrecVal,
05-07-2002 00:00,0,unverified data,PrecVal,
06-07-2002 00:00,0,unverified data,PrecVal,
07-07-2002 00:00,0,unverified data,PrecVal,
08-07-2002 00:00,0,unverified data,PrecVal,
09-07-2002 00:00,0,unverified data,PrecVal,
10-07-2002 00:00,0,unverified data,PrecVal,
11-07-2002 00:00,0,unverified data,PrecVal,
12-07-2002 00:00,0,unverified data,PrecVal,
13-07-2002 00:00,0,unverified data,PrecVal,
14-07-2002 00:00,0,unverified data,PrecVal,
15-07-2002 00:00,0,unverified data,PrecVal,
16-07-2002 00:00,0,unverified data,PrecVal,
17-07-2002 00:00,0,unverified data,PrecVal,
18-07-2002 00:00,0,unverified data,PrecVal,
19-07-2002 00:00,0,unverified data,PrecVal,
20-07-2002 00:00,0,unverified data,PrecVal,
21-07-2002 00:00,0,unverified data,PrecVal,
22-07-2002 00:00,0,unverified data,PrecVal,
23-07-2002 00:00,0,unverified data,PrecVal,
24-07-2002 00:00,0,unverified data,PrecVal,
25-07-2002 00:00,0,unverified data,PrecVal,
26-07-2002 00:00,0,unverified data,PrecVal,
27-07-2002 00:00,0,unverified data,PrecVal,
28-07-2002 00:00,0,unverified data,PrecVal,
29-07-2002 00:00,0,unverified data,PrecVal,
30-07-2002 00:00,0,unverified data,PrecVal,
31-07-2002 00:00,0,unverified data,PrecVal,
01-08-2002 00:00,0,unverified data,PrecVal,
02-08-2002 00:00,0,unverified data,PrecVal,
03-08-2002 00:00,0,unverified data,PrecVal,
04-08-2002 00:00,0,unverified data,PrecVal,
05-08-2002 00:00,0,unverified data,PrecVal,
06-08-2002 00:00,0,unverified data,PrecVal,
07-08-2002 00:00,0,unverified data,PrecVal,
08-08-2002 00:00,0,unverified data,PrecVal,
09-08-2002 00:00,0,unverified data,PrecVal,
10-08-2002 00:00,0,unverified data,PrecVal,
11-08-2002 00:00,0,unverified data,PrecVal,
12-08-2002 00:00,0,unverified data,PrecVal,
13-08-2002 00:00,0,unverified data,PrecVal,
14-08-2002 00:00,0,unverified data,PrecVal,
15-08-2002 00:00,0,unverified data,PrecVal,
16-08-2002 00:00,0,unverified data,PrecVal,
17-08-2002 00:00,0,unverified data,PrecVal,
18-08-2002 00:00,0,unverified data,PrecVal,
19-08-2002 00:00,0,unverified data,PrecVal,
20-08-2002 00:00,0,unverified data,PrecVal,
21-08-2002 00:00,0,unverified data,PrecVal,
22-08-2002 00:00,0,unverified data,PrecVal,
23-08-2002 00:00,0,unverified data,PrecVal,
24-08-2002 00:00,0,unverified data,PrecVal,
25-08-2002 00:00,0,unverified data,PrecVal,
26-08-2002 00:00,0,unverified data,PrecVal,
27-08-2002 00:00,0,unverified data,PrecVal,
28-08-2002 00:00,0,unverified data,PrecVal,
29-08-2002 00:00,0,unverified data,PrecVal,
30-08-2002 00:00,0,unverified data,PrecVal,
31-08-2002 00:00,0,unverified data,PrecVal,
01-09-2002 00:00,0,unverified data,PrecVal,
02-09-2002 00:00,0,unverified data,PrecVal,
03-09-2002 00:00,0,unverified data,PrecVal,
04-09-2002 00:00,0,unverified data,PrecVal,
05-09-2002 00:00,0,unverified data,PrecVal,
06-09-2002 00:00,0,unverified data,PrecVal,
07-09-2002 00:00,0,unverified data,PrecVal,
08-09-2002 00:00,0,unverified data,PrecVal,
09-09-2002 00:00,0,unverified data,PrecVal,
10-09-2002 00:00,0,unverified data,PrecVal,
11-09-2002 00:00,0,unverified data,PrecVal,
12-09-2002 00:00,0,unverified data,PrecVal,
13-09-2002 00:00,0,unverified data,PrecVal,
14-09-2002 00:00,0,unverified data,PrecVal,
15-09-2002 00:00,0,unverified data,PrecVal,
16-09-2002 00:00,0,unverified data,PrecVal,
17-09-2002 00:00,0,unverified data,PrecVal,
18-09-2002 00:00,0,unverified data,PrecVal,
19-09-2002 00:00,0,unverified data,PrecVal,
20-09-2002 00:00,0,unverified data,PrecVal,
21-09-2002 00:00,0,unverified data,PrecVal,
22-09-2002 00:00,0,unverified data,PrecVal,
23-09-2002 00:00,0,unverified data,PrecVal,
24-09-2002 00:00,0,unverified data,PrecVal,
25-09-2002 00:00,0,unverified data,PrecVal,
26-09-2002 00:00,0,unverified data,PrecVal,
27-09-2002 00:00,0,unverified data,PrecVal,
28-09-2002 00:00,0,unverified data,PrecVal,
29-09-2002 00:00,0,unverified data,PrecVal,
30-09-2002 00:00,0,unverified data,PrecVal,
01-10-2002 00:00,0,unverified data,PrecVal,
02-10-2002 00:00,0,unverified data,PrecVal,
03-10-2002 00:00,0,unverified data,PrecVal,
04-10-2002 00:00,0,unverified data,PrecVal,
05-10-2002 00:00,0,unverified data,PrecVal,
06-10-2002 00:00,0,unverified data,PrecVal,
07-10-2002 00:00,0,unverified data,PrecVal,
08-10-2002 00:00,0,unverified data,PrecVal,
09-10-2002 00:00,0,unverified data,PrecVal,
10-10-2002 00:00,0,unverified data,PrecVal,
11-10-2002 00:00,0,unverified data,PrecVal,
12-10-2002 00:00,0,unverified data,PrecVal,
13-10-2002 00:00,0,unverified data,PrecVal,
14-10-2002 00:00,0,unverified data,PrecVal,
15-10-2002 00:00,0,unverified data,PrecVal,
16-10-2002 00:00,0,unverified data,PrecVal,
17-10-2002 00:00,0,unverified data,PrecVal,
18-10-2002 00:00,0,unverified data,PrecVal,
19-10-2002 00:00,0,unverified data,PrecVal,
20-10-2002 00:00,0,unverified data,PrecVal,
21-10-2002 00:00,0,unverified data,PrecVal,
22-10-2002 00:00,0,unverified data,PrecVal,
23-10-2002 00:00,0,unverified data,PrecVal,
24-10-2002 00:00,0,unverified data,PrecVal,
25-10-2002 00:00,0,unverified data,PrecVal,
26-10-2002 00:00,0,unverified data,PrecVal,
27-10-2002 00:00,0,unverified data,PrecVal,
28-10-2002 00:00,0,unverified data,PrecVal,
29-10-2002 00:00,0,unverified data,PrecVal,
30-10-2002 00:00,0,unverified data,PrecVal,
31-10-2002 00:00,0,unverified data,PrecVal,
01-11-2002 00:00,0,unverified data,PrecVal,
02-11-2002 00:00,0,unverified data,PrecVal,
03-11-2002 00:00,0,unverified data,PrecVal,
04-11-2002 00:00,0,unverified data,PrecVal,
05-11-2002 00:00,0,unverified data,PrecVal,
06-11-2002 00:00,0,unverified data,PrecVal,
07-11-2002 00:00,0,unverified data,PrecVal,
08-11-2002 00:00,0,unverified data,PrecVal,
09-11-2002 00:00,0,unverified data,PrecVal,
10-11-2002 00:00,0,unverified data,PrecVal,
11-11-2002 00:00,0,unverified data,PrecVal,
12-11-2002 00:00,0,unverified data,PrecVal,
13-11-2002 00:00,0,unverified data,PrecVal,
14-11-2002 00:00,0,unverified data,PrecVal,
15-11-2002 00:00,0,unverified data,PrecVal,
16-11-2002 00:00,0,unverified data,PrecVal,
17-11-2002 00:00,0,unverified data,PrecVal,
18-11-2002 00:00,0,unverified data,PrecVal,
19-11-2002 00:00,0,unverified data,PrecVal,
20-11-2002 00:00,0,unverified data,PrecVal,
21-11-2002 00:00,0,unverified data,PrecVal,
22-11-2002 00:00,0,unverified data,PrecVal,
23-11-2002 00:00,0,unverified data,PrecVal,
24-11-2002 00:00,0,unverified data,PrecVal,
25-11-2002 00:00,0,unverified data,PrecVal,
26-11-2002 00:00,0,unverified data,PrecVal,
27-11-2002 00:00,0,unverified data,PrecVal,
28-11-2002 00:00,0,unverified data,PrecVal,
29-11-2002 00:00,0,unverified data,PrecVal,
30-11-2002 00:00,0,unverified data,PrecVal,
01-12-2002 00:00,0,unverified data,PrecVal,
02-12-2002 00:00,0,unverified data,PrecVal,
03-12-2002 00:00,0,unverified data,PrecVal,
04-12-2002 00:00,0,unverified data,PrecVal,
05-12-2002 00:00,0,unverified data,PrecVal,
06-12-2002 00:00,0,unverified data,PrecVal,
07-12-2002 00:00,0,unverified data,PrecVal,
08-12-2002 00:00,0,unverified data,PrecVal,
09-12-2002 00:00,0,unverified data,PrecVal,
10-12-2002 00:00,0,unverified data,PrecVal,
11-12-2002 00:00,0,unverified data,PrecVal,
12-12-2002 00:00,0,unverified data,PrecVal,
13-12-2002 00:00,0,unverified data,PrecVal,
14-12-2002 00:00,0,unverified data,PrecVal,
15-12-2002 00:00,0,unverified data,PrecVal,
16-12-2002 00:00,0,unverified data,PrecVal,
17-12-2002 00:00,0,unverified data,PrecVal,
18-12-2002 00:00,0,unverified data,PrecVal,
19-12-2002 00:00,0,unverified data,PrecVal,
20-12-2002 00:00,0,unverified data,PrecVal,
21-12-2002 00:00,0,unverified data,PrecVal,
22-12-2002 00:00,0,unverified data,PrecVal,
23-12-2002 00:00,0,unverified data,PrecVal,
24-12-2002 00:00,0,unverified data,PrecVal,
25-12-2002 00:00,0,unverified data,PrecVal,
26-12-2002 00:00,0,unverified data,PrecVal,
27-12-2002 00:00,0,unverified data,PrecVal,
28-12-2002 00:00,0,unverified data,PrecVal,
29-12-2002 00:00,0,unverified data,PrecVal,
30-12-2002 00:00,0,unverified data,PrecVal,
31-12-2002 00:00,0,unverified data,PrecVal,
01-01-2003 00:00,0,unverified data,PrecVal,
02-01-2003 00:00,0,unverified data,PrecVal,
03-01-2003 00:00,0,unverified data,PrecVal,
04-01-2003 00:00,0,unverified data,PrecVal,
05-01-2003 00:00,0,unverified data,PrecVal,
06-01-2003 00:00,0,unverified data,PrecVal,
07-01-2003 00:00,0,unverified data,PrecVal,
08-01-2003 00:00,0,unverified data,PrecVal,
09-01-2003 00:00,0,unverified data,PrecVal,
10-01-2003 00:00,0,unverified data,PrecVal,
11-01-2003 00:00,0,unverified data,PrecVal,
12-01-2003 00:00,0,unverified data,PrecVal,
13-01-2003 00:00,0,unverified data,PrecVal,
14-01-2003 00:00,0,unverified data,PrecVal,
15-01-2003 00:00,0,unverified data,PrecVal,
16-01-2003 00:00,0,unverified data,PrecVal,
17-01-2003 00:00,0,unverified data,PrecVal,
18-01-2003 00:00,0,unverified data,PrecVal,
19-01-2003 00:00,0,unverified data,PrecVal,
20-01-2003 00:00,0,unverified data,PrecVal,
21-01-2003 00:00,0,unverified data,PrecVal,
22-01-2003 00:00,0,unverified data,PrecVal,
23-01-2003 00:00,0,unverified data,PrecVal,
24-01-2003 00:00,0,unverified data,PrecVal,
25-01-2003 00:00,0,unverified data,PrecVal,
26-01-2003 00:00,0,unverified data,PrecVal,
27-01-2003 00:00,0,unverified data,PrecVal,
28-01-2003 00:00,0,unverified data,PrecVal,
29-01-2003 00:00,0,unverified data,PrecVal,
30-01-2003 00:00,0,unverified data,PrecVal,
31-01-2003 00:00,0,unverified data,PrecVal,
01-02-2003 00:00,0,unverified data,PrecVal,
02-02-2003 00:00,0,unverified data,PrecVal,
03-02-2003 00:00,0,unverified data,PrecVal,
04-02-2003 00:00,0,unverified data,PrecVal,
05-02-2003 00:00,0,unverified data,PrecVal,
06-02-2003 00:00,0,unverified data,PrecVal,
07-02-2003 00:00,0,unverified data,PrecVal,
08-02-2003 00:00,0,unverified data,PrecVal,
09-02-2003 00:00,0,unverified data,PrecVal,
10-02-2003 00:00,0,unverified data,PrecVal,
11-02-2003 00:00,0,unverified data,PrecVal,
12-02-2003 00:00,0,unverified data,PrecVal,
13-02-2003 00:00,0,unverified data,PrecVal,
14-02-2003 00:00,0,unverified data,PrecVal,
15-02-2003 00:00,0,unverified data,PrecVal,
16-02-2003 00:00,0,unverified data,PrecVal,
17-02-2003 00:00,0,unverified data,PrecVal,
18-02-2003 00:00,0,unverified data,PrecVal,
19-02-2003 00:00,0,unverified data,PrecVal,
20-02-2003 00:00,0,unverified data,PrecVal,
21-02-2003 00:00,0,unverified data,PrecVal,
22-02-2003 00:00,0,unverified data,PrecVal,
23-02-2003 00:00,0,unverified data,PrecVal,
24-02-2003 00:00,0,unverified data,PrecVal,
25-02-2003 00:00,0,unverified data,PrecVal,
26-02-2003 00:00,0,unverified data,PrecVal,
27-02-2003 00:00,0,unverified data,PrecVal,
28-02-2003 00:00,0,unverified data,PrecVal,
01-03-2003 00:00,0,unverified data,PrecVal,
02-03-2003 00:00,0,unverified data,PrecVal,
03-03-2003 00:00,0,unverified data,PrecVal,
04-03-2003 00:00,0,unverified data,PrecVal,
05-03-2003 00:00,0,unverified data,PrecVal,
06-03-2003 00:00,0,unverified data,PrecVal,
07-03-2003 00:00,0,unverified data,PrecVal,
08-03-2003 00:00,0,unverified data,PrecVal,
09-03-2003 00:00,0,unverified data,PrecVal,
10-03-2003 00:00,0,unverified data,PrecVal,
11-03-2003 00:00,0,unverified data,PrecVal,
12-03-2003 00:00,0,unverified data,PrecVal,
13-03-2003 00:00,0,unverified data,PrecVal,
14-03-2003 00:00,0,unverified data,PrecVal,
15-03-2003 00:00,0,unverified data,PrecVal,
16-03-2003 00:00,0,unverified data,PrecVal,
17-03-2003 00:00,0,unverified data,PrecVal,
18-03-2003 00:00,0,unverified data,PrecVal,
19-03-2003 00:00,0,unverified data,PrecVal,
20-03-2003 00:00,0,unverified data,PrecVal,
21-03-2003 00:00,0,unverified data,PrecVal,
22-03-2003 00:00,0,unverified data,PrecVal,
23-03-2003 00:00,0,unverified data,PrecVal,
24-03-2003 00:00,0,unverified data,PrecVal,
25-03-2003 00:00,0,unverified data,PrecVal,
26-03-2003 00:00,0,unverified data,PrecVal,
27-03-2003 00:00,0,unverified data,PrecVal,
28-03-2003 00:00,0,unverified data,PrecVal,
29-03-2003 00:00,0,unverified data,PrecVal,
30-03-2003 00:00,0,unverified data,PrecVal,
31-03-2003 00:00,0,unverified data,PrecVal,
01-04-2003 00:00,0,unverified data,PrecVal,
02-04-2003 00:00,0,unverified data,PrecVal,
03-04-2003 00:00,0,unverified data,PrecVal,
04-04-2003 00:00,0,unverified data,PrecVal,
05-04-2003 00:00,0,unverified data,PrecVal,
06-04-2003 00:00,0,unverified data,PrecVal,
07-04-2003 00:00,0,unverified data,PrecVal,
08-04-2003 00:00,0,unverified data,PrecVal,
09-04-2003 00:00,0,unverified data,PrecVal,
10-04-2003 00:00,0,unverified data,PrecVal,
11-04-2003 00:00,0,unverified data,PrecVal,
12-04-2003 00:00,0,unverified data,PrecVal,
13-04-2003 00:00,0,unverified data,PrecVal,
14-04-2003 00:00,0,unverified data,PrecVal,
15-04-2003 00:00,0,unverified data,PrecVal,
16-04-2003 00:00,0,unverified data,PrecVal,
17-04-2003 00:00,0,unverified data,PrecVal,
18-04-2003 00:00,0,unverified data,PrecVal,
19-04-2003 00:00,0,unverified data,PrecVal,
20-04-2003 00:00,0,unverified data,PrecVal,
21-04-2003 00:00,0,unverified data,PrecVal,
22-04-2003 00:00,0,unverified data,PrecVal,
23-04-2003 00:00,0,unverified data,PrecVal,
24-04-2003 00:00,0,unverified data,PrecVal,
25-04-2003 00:00,0,unverified data,PrecVal,
26-04-2003 00:00,0,unverified data,PrecVal,
27-04-2003 00:00,0,unverified data,PrecVal,
28-04-2003 00:00,0,unverified data,PrecVal,
29-04-2003 00:00,0,unverified data,PrecVal,
30-04-2003 00:00,0,unverified data,PrecVal,
01-05-2003 00:00,0,unverified data,PrecVal,
02-05-2003 00:00,0,unverified data,PrecVal,
03-05-2003 00:00,0,unverified data,PrecVal,
04-05-2003 00:00,0,unverified data,PrecVal,
05-05-2003 00:00,0,unverified data,PrecVal,
06-05-2003 00:00,0,unverified data,PrecVal,
07-05-2003 00:00,0,unverified data,PrecVal,
08-05-2003 00:00,0,unverified data,PrecVal,
09-05-2003 00:00,0,unverified data,PrecVal,
10-05-2003 00:00,0,unverified data,PrecVal,
11-05-2003 00:00,0,unverified data,PrecVal,
12-05-2003 00:00,0,unverified data,PrecVal,
13-05-2003 00:00,0,unverified data,PrecVal,
14-05-2003 00:00,0,unverified data,PrecVal,
15-05-2003 00:00,0,unverified data,PrecVal,
16-05-2003 00:00,0,unverified data,PrecVal,
17-05-2003 00:00,0,unverified data,PrecVal,
18-05-2003 00:00,0,unverified data,PrecVal,
19-05-2003 00:00,0,unverified data,PrecVal,
20-05-2003 00:00,0,unverified data,PrecVal,
21-05-2003 00:00,0,unverified data,PrecVal,
22-05-2003 00:00,0,unverified data,PrecVal,
23-05-2003 00:00,0,unverified data,PrecVal,
24-05-2003 00:00,0,unverified data,PrecVal,
25-05-2003 00:00,0,unverified data,PrecVal,
26-05-2003 00:00,0,unverified data,PrecVal,
27-05-2003 00:00,0,unverified data,PrecVal,
28-05-2003 00:00,0,unverified data,PrecVal,
29-05-2003 00:00,0,unverified data,PrecVal,
30-05-2003 00:00,0,unverified data,PrecVal,
31-05-2003 00:00,0,unverified data,PrecVal,
01-06-2003 00:00,0,unverified data,PrecVal,
02-06-2003 00:00,0,unverified data,PrecVal,
03-06-2003 00:00,0,unverified data,PrecVal,
04-06-2003 00:00,0,unverified data,PrecVal,
05-06-2003 00:00,0,unverified data,PrecVal,
06-06-2003 00:00,0,unverified data,PrecVal,
07-06-2003 00:00,0,unverified data,PrecVal,
08-06-2003 00:00,0,unverified data,PrecVal,
09-06-2003 00:00,0,unverified data,PrecVal,
10-06-2003 00:00,0,unverified data,PrecVal,
11-06-2003 00:00,0,unverified data,PrecVal,
12-06-2003 00:00,0,unverified data,PrecVal,
13-06-2003 00:00,0,unverified data,PrecVal,
14-06-2003 00:00,0,unverified data,PrecVal,
15-06-2003 00:00,0,unverified data,PrecVal,
16-06-2003 00:00,0,unverified data,PrecVal,
17-06-2003 00:00,0,unverified data,PrecVal,
18-06-2003 00:00,0,unverified data,PrecVal,
19-06-2003 00:00,0,unverified data,PrecVal,
20-06-2003 00:00,0,unverified data,PrecVal,
21-06-2003 00:00,0,unverified data,PrecVal,
22-06-2003 00:00,0,unverified data,PrecVal,
23-06-2003 00:00,0,unverified data,PrecVal,
24-06-2003 00:00,0,unverified data,PrecVal,
25-06-2003 00:00,0,unverified data,PrecVal,
26-06-2003 00:00,0,unverified data,PrecVal,
27-06-2003 00:00,0,unverified data,PrecVal,
28-06-2003 00:00,0,unverified data,PrecVal,
29-06-2003 00:00,0,unverified data,PrecVal,
30-06-2003 00:00,0,unverified data,PrecVal,
01-07-2003 00:00,0,unverified data,PrecVal,
02-07-2003 00:00,0,unverified data,PrecVal,
03-07-2003 00:00,0,unverified data,PrecVal,
04-07-2003 00:00,0,unverified data,PrecVal,
05-07-2003 00:00,0,unverified data,PrecVal,
06-07-2003 00:00,0,unverified data,PrecVal,
07-07-2003 00:00,0,unverified data,PrecVal,
08-07-2003 00:00,0,unverified data,PrecVal,
09-07-2003 00:00,0,unverified data,PrecVal,
10-07-2003 00:00,0,unverified data,PrecVal,
11-07-2003 00:00,0,unverified data,PrecVal,
12-07-2003 00:00,0,unverified data,PrecVal,
13-07-2003 00:00,0,unverified data,PrecVal,
14-07-2003 00:00,0,unverified data,PrecVal,
15-07-2003 00:00,0,unverified data,PrecVal,
16-07-2003 00:00,0,unverified data,PrecVal,
17-07-2003 00:00,0,unverified data,PrecVal,
18-07-2003 00:00,0,unverified data,PrecVal,
19-07-2003 00:00,0,unverified data,PrecVal,
20-07-2003 00:00,0,unverified data,PrecVal,
21-07-2003 00:00,0,unverified data,PrecVal,
